0,0.505463,0.646197,1.035818,0.000000
1,0.449289,0.635773,0.000000,0.175493
2,0.424480,0.604963,-2.757907,0.000000
3,0.412727,0.566176,-2.996955,0.000000
4,0.407148,0.529159,0.000000,0.000000
5,0.428213,0.562349,0.000000,0.139442
6,0.415413,0.502080,-3.037319,0.000000
7,0.411614,0.466024,-3.130766,0.000000
8,0.408933,0.437634,0.000000,0.000000
9,0.446933,0.547433,0.000000,0.184074
10,0.436114,0.481695,-3.134353,0.000000
11,0.430760,0.447619,3.139259,0.000000
12,0.426217,0.419143,0.000000,0.000000
13,0.472579,0.540796,0.000000,0.247801
14,0.465313,0.477831,3.006807,0.000000
15,0.457185,0.445954,3.057665,0.000000
16,0.449873,0.424854,0.000000,0.000000
17,0.500615,0.535944,0.000000,0.000000
18,0.496246,0.490222,2.928502,0.000000
19,0.488464,0.465791,2.880731,0.000000
20,0.477590,0.448795,0.000000,0.000000
0,0.541425,0.570246,0.958558,0.000000
1,0.528688,0.480803,0.000000,0.208681
2,0.504446,0.425433,-2.938496,0.000000
3,0.477136,0.386836,-3.011730,0.000000
4,0.458627,0.366793,0.000000,0.000000
5,0.454605,0.394266,0.000000,0.314671
6,0.410889,0.351968,-3.114935,0.000000
7,0.393118,0.335668,-3.124836,0.000000
8,0.378568,0.322763,0.000000,0.000000
9,0.437547,0.422326,0.000000,1.383341
10,0.409594,0.385363,3.107846,0.000000
11,0.400077,0.371853,-3.031026,0.000000
12,0.395136,0.366269,0.000000,0.000000
13,0.433242,0.456622,0.000000,2.192296
14,0.414957,0.434061,2.299400,0.000000
15,0.415807,0.428834,1.036055,0.000000
16,0.419014,0.431513,0.000000,0.000000
17,0.437253,0.497293,0.000000,0.000000
18,0.424624,0.478949,2.503307,0.000000
19,0.424938,0.470062,2.404741,0.000000
20,0.428902,0.465993,0.000000,0.000000
0,0.602894,0.586206,1.120576,0.000000
1,0.568706,0.568178,0.000000,-0.030634
2,0.539991,0.519244,-3.128659,0.000000
3,0.505545,0.458767,-3.054958,0.000000
4,0.485164,0.414456,0.000000,0.000000
5,0.538971,0.475556,0.000000,0.051579
6,0.478569,0.397725,-3.101857,0.000000
7,0.449087,0.356450,-3.123714,0.000000
8,0.422629,0.317971,0.000000,0.000000
